"Story","Title","Result","Date","Stability","Duration (s)"
"Reservar Vuelo Avianca","Seleccion de segundo vuelo despues de la busqueda en Avianca","ERROR","2021-06-25T20:14:20.665-05:00[America/Bogota]","0.0","71.72"
